total_requests,external_domain_count,redirect_count,js_requests,ip_based_requests,suspicious_tld_count,download_attempts,final_url_differs,unique_request_domains,unique_request_domain_ratio,script_domain_count,external_request_ratio,error_flag,timeout_flag,document_requests,script_requests,stylesheet_requests,image_requests,font_requests,xhr_fetch_requests,other_requests,label
63,17,4,17,0,0,0,1,18,0.2857142857142857,10,0.2698412698412698,0,0,5,17,6,22,2,9,2,0
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
36,3,0,26,0,0,0,0,4,0.1111111111111111,2,0.08333333333333333,0,0,1,26,2,4,0,2,1,0
3,1,1,0,0,0,0,1,2,0.6666666666666666,0,0.3333333333333333,0,0,3,0,0,0,0,0,0,1
63,14,1,19,0,0,0,0,15,0.23809523809523808,7,0.2222222222222222,0,0,5,19,11,20,1,7,0,0
30,6,1,16,0,0,0,0,7,0.23333333333333334,1,0.2,0,0,1,16,2,1,2,8,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
99,24,2,41,0,0,0,1,25,0.25252525252525254,15,0.24242424242424243,0,0,4,41,12,25,5,9,3,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
50,1,1,31,0,0,0,0,2,0.04,2,0.02,0,0,5,31,0,4,0,10,0,0
13,6,0,1,0,0,0,1,7,0.5384615384615384,1,0.46153846153846156,0,0,2,1,0,5,2,0,3,0
95,6,2,25,0,0,0,0,7,0.07368421052631578,5,0.06315789473684211,0,0,1,25,14,40,6,9,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
115,23,7,46,0,0,0,0,24,0.20869565217391303,13,0.2,0,0,4,46,15,38,5,5,2,0
864,225,325,48,0,1,0,1,226,0.26157407407407407,27,0.2604166666666667,0,0,150,48,6,560,0,96,4,0
38,2,3,26,0,0,0,1,3,0.07894736842105263,3,0.05263157894736842,0,0,5,26,0,2,0,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
1,0,0,0,0,0,1,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
48,4,3,15,0,0,0,1,6,0.125,1,0.08333333333333333,0,0,3,15,15,12,3,0,0,0
50,6,0,15,0,0,0,0,7,0.14,5,0.12,0,0,1,15,5,26,2,1,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
25,6,1,11,0,0,0,1,7,0.28,4,0.24,0,0,2,11,1,4,4,2,1,0
19,1,0,6,0,0,0,1,2,0.10526315789473684,1,0.05263157894736842,0,0,2,6,3,4,0,4,0,0
75,8,0,14,0,1,0,0,9,0.12,4,0.10666666666666667,0,0,12,14,4,22,8,15,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
3,2,0,0,0,0,0,0,3,1.0,0,0.6666666666666666,0,0,1,0,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
120,3,0,67,0,0,0,1,4,0.03333333333333333,4,0.025,0,0,1,67,4,42,0,6,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
70,14,1,9,0,0,0,1,15,0.21428571428571427,6,0.2,0,0,4,9,1,39,1,12,4,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
16,2,0,7,0,0,0,0,3,0.1875,2,0.125,0,0,1,7,2,3,3,0,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
174,19,4,44,0,0,0,1,20,0.11494252873563218,11,0.10919540229885058,0,0,37,44,6,78,5,3,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
539,168,162,59,0,1,0,1,169,0.313543599257885,24,0.3116883116883117,0,0,103,59,9,287,4,75,2,1
54,9,2,6,0,0,0,1,10,0.18518518518518517,4,0.16666666666666666,0,0,2,6,1,37,1,4,3,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
230,34,3,53,0,0,0,0,35,0.15217391304347827,22,0.14782608695652175,0,0,5,53,13,116,12,28,3,0
88,24,9,39,0,0,0,1,25,0.2840909090909091,12,0.2727272727272727,0,0,5,39,2,17,2,22,1,0
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,2,0,1,0,0,0,0,0
77,15,1,28,0,0,0,0,16,0.2077922077922078,9,0.19480519480519481,0,0,2,28,9,29,2,7,0,0
166,18,6,56,0,0,0,1,18,0.10843373493975904,8,0.10843373493975904,0,0,3,56,35,42,9,20,1,0
304,36,3,92,0,0,0,1,37,0.12171052631578948,16,0.11842105263157894,0,0,5,92,30,39,3,40,95,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
186,19,12,52,0,0,0,1,20,0.10752688172043011,11,0.10215053763440861,0,0,2,52,3,64,8,56,1,0
75,12,4,16,0,0,0,1,13,0.17333333333333334,8,0.16,0,0,11,16,4,22,4,18,0,0
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
13,2,0,3,0,0,0,0,3,0.23076923076923078,2,0.15384615384615385,0,0,1,3,1,6,1,1,0,0
8,2,2,3,0,0,0,0,3,0.375,1,0.25,0,0,1,3,0,0,0,3,1,0
3,1,0,0,0,0,0,0,2,0.6666666666666666,0,0.3333333333333333,0,0,1,0,0,2,0,0,0,1
67,20,5,24,0,0,0,1,21,0.31343283582089554,10,0.29850746268656714,0,0,7,24,3,12,2,19,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
108,8,1,46,0,0,0,1,9,0.08333333333333333,8,0.07407407407407407,0,0,2,46,38,17,1,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
127,3,0,57,0,1,0,0,5,0.03937007874015748,2,0.023622047244094488,0,0,2,57,18,38,3,4,5,0
69,14,2,14,0,6,0,1,15,0.21739130434782608,6,0.2028985507246377,0,0,4,14,10,27,3,9,2,1
2,0,0,0,0,0,0,0,1,0.5,0,0.0,1,1,2,0,0,0,0,0,0,1
78,5,1,27,0,0,0,1,6,0.07692307692307693,3,0.0641025641025641,0,0,4,27,26,3,16,0,2,1
59,2,2,15,0,0,0,1,3,0.05084745762711865,3,0.03389830508474576,0,0,4,15,6,26,6,2,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
83,19,2,27,0,0,0,1,20,0.24096385542168675,8,0.2289156626506024,0,0,4,27,10,27,4,9,2,0
114,12,0,43,0,0,0,0,13,0.11403508771929824,8,0.10526315789473684,0,0,4,43,27,30,5,4,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
11,6,1,3,0,0,0,1,7,0.6363636363636364,3,0.5454545454545454,0,0,3,3,0,2,2,0,1,1
37,2,1,8,0,1,0,0,3,0.08108108108108109,2,0.05405405405405406,0,0,1,8,2,26,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
6,1,0,1,0,0,0,0,2,0.3333333333333333,1,0.16666666666666666,0,0,1,1,1,2,0,1,0,0
183,44,9,66,0,0,0,1,45,0.2459016393442623,23,0.24043715846994534,0,0,9,66,8,34,6,54,6,0
57,17,3,33,0,0,0,1,18,0.3157894736842105,7,0.2982456140350877,0,0,2,33,3,8,2,8,1,0
42,3,1,13,0,5,0,0,4,0.09523809523809523,3,0.07142857142857142,0,0,1,13,4,24,0,0,0,0
72,4,2,14,0,0,0,1,5,0.06944444444444445,1,0.05555555555555555,0,0,3,14,2,47,3,3,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
117,20,1,32,0,0,0,1,21,0.1794871794871795,10,0.17094017094017094,0,0,14,32,9,42,6,14,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,3,0,0,0,0,0,0,0
76,18,5,24,0,0,0,1,19,0.25,10,0.23684210526315788,0,0,17,24,6,20,3,5,1,0
4,3,1,0,0,0,0,1,4,1.0,0,0.75,0,0,2,0,1,0,1,0,0,1
59,13,1,15,0,0,0,1,14,0.23728813559322035,6,0.22033898305084745,0,0,11,15,4,8,3,16,2,0
21,2,3,9,0,0,0,1,3,0.14285714285714285,3,0.09523809523809523,0,0,5,9,0,2,0,5,0,0
29,11,3,7,0,1,0,1,12,0.41379310344827586,3,0.3793103448275862,0,0,5,7,2,1,5,2,7,0
54,3,1,13,0,0,0,1,4,0.07407407407407407,3,0.05555555555555555,0,0,2,13,9,30,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,1,0.14285714285714285,0,0.0,0,0,1,0,3,1,2,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
94,10,3,67,0,1,0,1,11,0.11702127659574468,2,0.10638297872340426,0,0,7,67,0,3,1,14,2,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
42,17,1,16,0,0,0,1,18,0.42857142857142855,11,0.40476190476190477,0,0,4,16,0,5,1,14,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
27,7,1,8,0,0,0,1,8,0.2962962962962963,2,0.25925925925925924,0,0,2,8,3,9,0,5,0,1
34,1,1,25,0,0,0,0,2,0.058823529411764705,2,0.029411764705882353,0,0,3,25,0,2,0,4,0,0
139,15,3,22,0,0,0,1,16,0.11510791366906475,8,0.1079136690647482,0,0,15,22,11,86,4,0,1,0
54,7,1,17,0,0,0,0,8,0.14814814814814814,4,0.12962962962962962,0,0,1,17,0,24,5,5,2,1
5,2,0,2,0,0,0,0,3,0.6,2,0.4,0,0,1,2,1,0,0,1,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
58,14,1,17,0,0,0,1,15,0.25862068965517243,5,0.2413793103448276,0,0,7,17,6,24,2,2,0,0
158,10,2,50,0,0,0,1,11,0.06962025316455696,6,0.06329113924050633,0,0,2,50,31,63,7,3,2,0
32,7,2,11,0,0,0,0,8,0.25,3,0.21875,0,0,2,11,4,15,0,0,0,0
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
24,0,1,11,0,0,0,1,1,0.041666666666666664,1,0.0,0,0,2,11,9,1,1,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
212,13,1,103,0,0,0,1,14,0.0660377358490566,8,0.06132075471698113,0,0,3,103,43,42,8,12,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
21,2,0,4,0,0,0,0,3,0.14285714285714285,1,0.09523809523809523,0,0,1,4,1,7,8,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
32,1,0,25,0,0,0,0,2,0.0625,2,0.03125,0,0,2,25,0,2,0,3,0,0
15,6,3,4,0,1,0,1,7,0.4666666666666667,1,0.4,0,0,6,4,0,1,0,3,1,1
17,5,2,6,0,0,0,1,6,0.35294117647058826,4,0.29411764705882354,0,0,2,6,2,4,0,3,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
138,7,2,10,0,0,0,1,8,0.057971014492753624,4,0.050724637681159424,0,0,2,10,3,98,3,22,0,0
127,28,0,12,0,0,0,1,29,0.2283464566929134,8,0.2204724409448819,0,0,21,12,6,43,3,6,36,0
40,3,5,26,0,0,0,1,4,0.1,3,0.075,0,0,7,26,0,2,0,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
131,17,1,51,0,0,0,1,18,0.13740458015267176,7,0.1297709923664122,0,0,3,51,9,32,15,18,3,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
16,1,0,1,0,0,0,0,2,0.125,1,0.0625,0,0,1,1,0,14,0,0,0,0
5,0,0,3,0,0,0,0,1,0.2,1,0.0,0,0,1,3,1,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
12,1,0,9,0,0,0,0,2,0.16666666666666666,2,0.08333333333333333,0,0,1,9,2,0,0,0,0,1
208,22,5,56,0,0,0,1,23,0.11057692307692307,9,0.10576923076923077,0,0,4,56,19,19,5,36,69,0
15,1,1,4,0,0,0,0,2,0.13333333333333333,2,0.06666666666666667,0,0,1,4,0,3,5,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,1,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
143,6,0,52,0,0,0,0,7,0.04895104895104895,3,0.04195804195804196,0,0,1,52,50,28,5,6,1,0
11,6,0,3,0,0,0,0,7,0.6363636363636364,2,0.5454545454545454,0,0,1,3,0,4,0,2,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
134,14,1,23,0,0,0,0,15,0.11194029850746269,8,0.1044776119402985,0,0,1,23,12,76,6,15,1,0
36,1,3,25,0,0,0,1,2,0.05555555555555555,2,0.027777777777777776,0,0,5,25,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
3,0,1,0,0,0,0,0,2,0.6666666666666666,0,0.0,1,1,3,0,0,0,0,0,0,0
132,9,2,57,0,0,0,1,11,0.08333333333333333,7,0.06818181818181818,0,0,4,57,36,19,8,7,1,1
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
117,35,3,35,0,0,0,1,36,0.3076923076923077,19,0.29914529914529914,0,0,1,35,4,47,4,23,3,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
20,1,18,0,0,0,0,0,2,0.1,0,0.05,1,0,20,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
46,9,0,18,0,0,0,0,10,0.21739130434782608,6,0.1956521739130435,0,0,5,18,8,12,0,3,0,0
209,14,2,47,0,0,0,1,15,0.07177033492822966,11,0.06698564593301436,0,0,2,47,15,120,4,17,4,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
5,1,1,1,0,0,0,1,3,0.6,1,0.2,0,0,2,1,1,1,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
76,9,2,12,0,0,0,1,11,0.14473684210526316,6,0.11842105263157894,0,0,4,12,10,34,8,7,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
15,0,1,0,0,0,0,1,1,0.06666666666666667,0,0.0,0,0,2,0,0,13,0,0,0,0
3,0,0,0,0,0,0,0,1,0.3333333333333333,0,0.0,0,0,2,0,0,1,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
158,40,31,21,0,0,0,1,41,0.25949367088607594,12,0.25316455696202533,0,0,4,21,1,110,3,18,1,0
38,3,2,12,0,0,0,1,4,0.10526315789473684,1,0.07894736842105263,0,0,3,12,20,2,1,0,0,1
64,9,3,17,0,0,0,1,10,0.15625,6,0.140625,0,0,4,17,12,21,5,4,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
205,13,2,73,0,0,0,1,14,0.06829268292682927,4,0.06341463414634146,0,0,2,73,15,53,20,25,17,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
11,7,0,3,0,0,0,1,8,0.7272727272727273,2,0.6363636363636364,0,0,1,3,1,2,2,1,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
70,18,1,18,0,0,0,1,19,0.2714285714285714,6,0.2571428571428571,0,0,8,18,3,34,1,6,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,1,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
557,53,7,113,0,0,0,1,54,0.09694793536804308,20,0.09515260323159784,0,0,76,113,4,184,9,158,13,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
34,1,1,25,0,0,0,0,2,0.058823529411764705,2,0.029411764705882353,0,0,3,25,0,2,0,4,0,1
44,2,1,8,0,1,0,0,3,0.06818181818181818,2,0.045454545454545456,0,0,1,8,2,33,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
38,3,3,26,0,0,0,1,4,0.10526315789473684,3,0.07894736842105263,0,0,5,26,0,2,0,5,0,0
36,5,1,7,0,0,0,1,6,0.16666666666666666,4,0.1388888888888889,0,0,3,7,2,19,2,3,0,0
23,11,2,13,0,0,0,1,12,0.5217391304347826,7,0.4782608695652174,0,0,2,13,1,3,1,3,0,1
72,20,6,20,0,0,0,0,21,0.2916666666666667,10,0.2777777777777778,0,0,1,20,11,28,3,8,1,0
3,1,0,1,0,0,0,0,2,0.6666666666666666,1,0.3333333333333333,0,0,1,1,0,0,0,1,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
76,10,2,11,0,0,0,1,11,0.14473684210526316,5,0.13157894736842105,0,0,2,11,4,49,5,3,2,0
40,15,4,13,0,0,0,1,16,0.4,9,0.375,0,0,3,13,2,9,0,6,7,0
11,6,0,3,0,0,0,0,7,0.6363636363636364,2,0.5454545454545454,0,0,1,3,0,4,0,2,1,1
20,0,18,0,0,0,0,0,1,0.05,0,0.0,1,0,20,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
62,1,1,38,0,0,0,0,3,0.04838709677419355,2,0.016129032258064516,0,0,1,38,13,6,3,0,1,0
2,0,0,0,0,0,0,0,1,0.5,0,0.0,0,0,1,0,0,1,0,0,0,1
4,2,0,1,0,0,0,0,3,0.75,1,0.5,0,0,1,1,0,1,0,1,0,1
30,3,0,0,0,0,0,0,4,0.13333333333333333,0,0.1,0,0,1,0,1,26,1,1,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
60,3,1,3,0,0,0,1,4,0.06666666666666667,1,0.05,0,0,2,3,15,31,6,0,3,0
29,1,0,7,0,0,0,0,2,0.06896551724137931,2,0.034482758620689655,0,0,1,7,5,16,0,0,0,0
77,19,1,40,0,1,0,1,20,0.2597402597402597,14,0.24675324675324675,0,0,3,40,1,15,6,10,2,0
75,12,0,15,0,0,0,0,13,0.17333333333333334,5,0.16,0,0,12,15,5,23,4,15,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
18,10,0,4,0,0,0,0,11,0.6111111111111112,4,0.5555555555555556,0,0,3,4,2,0,2,7,0,0
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
116,16,0,32,0,0,0,0,17,0.14655172413793102,6,0.13793103448275862,0,0,2,32,4,42,4,26,6,0
7,3,3,0,0,0,0,1,4,0.5714285714285714,0,0.42857142857142855,0,0,4,0,2,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
18,2,0,9,0,0,0,0,3,0.16666666666666666,1,0.1111111111111111,0,0,1,9,1,1,0,5,1,0
17,1,1,6,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,1,6,2,6,0,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
68,14,1,21,0,0,0,0,15,0.22058823529411764,9,0.20588235294117646,0,0,2,21,6,34,1,4,0,0
61,5,0,33,0,0,0,0,6,0.09836065573770492,5,0.08196721311475409,0,0,2,33,18,3,2,2,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
424,84,1,159,0,0,0,0,85,0.20047169811320756,46,0.19811320754716982,0,0,8,159,29,37,7,76,108,0
30,1,0,14,0,0,0,0,2,0.06666666666666667,2,0.03333333333333333,0,0,4,14,0,4,0,8,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
19,2,1,9,0,0,0,0,3,0.15789473684210525,3,0.10526315789473684,0,0,3,9,0,2,0,5,0,0
216,14,2,43,0,0,0,1,15,0.06944444444444445,8,0.06481481481481481,0,0,3,43,9,72,1,15,73,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
2,1,0,0,0,0,0,1,2,1.0,0,0.5,0,0,2,0,0,0,0,0,0,1
435,11,2,114,0,0,0,1,12,0.027586206896551724,4,0.02528735632183908,0,0,3,114,27,263,4,24,0,0
50,6,1,11,0,0,0,1,7,0.14,1,0.12,0,0,7,11,0,27,1,3,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
7,1,1,0,0,0,0,1,2,0.2857142857142857,0,0.14285714285714285,0,0,2,0,1,4,0,0,0,0
15,8,0,2,0,1,0,1,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
84,1,1,5,0,0,0,1,2,0.023809523809523808,2,0.011904761904761904,0,0,2,5,3,73,0,1,0,0
2,0,0,0,0,0,0,0,1,0.5,0,0.0,1,0,2,0,0,0,0,0,0,0
22,5,0,11,0,0,0,0,6,0.2727272727272727,3,0.22727272727272727,0,0,2,11,4,5,0,0,0,0
4,1,0,0,0,0,0,0,2,0.5,0,0.25,0,0,1,0,1,0,2,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
76,9,2,12,0,0,0,1,10,0.13157894736842105,6,0.11842105263157894,0,0,4,12,10,34,8,7,1,1
61,8,0,21,0,0,0,0,9,0.14754098360655737,5,0.13114754098360656,0,0,5,21,13,11,1,10,0,0
906,213,239,106,0,1,0,1,217,0.23951434878587197,29,0.23509933774834438,0,0,168,106,8,379,7,232,6,0
2,0,0,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
