total_requests,external_domain_count,redirect_count,js_requests,ip_based_requests,suspicious_tld_count,download_attempts,final_url_differs,unique_request_domains,unique_request_domain_ratio,script_domain_count,external_request_ratio,error_flag,timeout_flag,document_requests,script_requests,stylesheet_requests,image_requests,font_requests,xhr_fetch_requests,other_requests,label
75,10,3,58,0,0,0,1,11,0.14666666666666667,6,0.13333333333333333,0,0,4,58,1,3,6,3,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
110,17,2,23,0,0,0,0,18,0.16363636363636364,7,0.15454545454545454,0,0,7,23,3,76,1,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
19,9,0,3,0,0,0,0,10,0.5263157894736842,2,0.47368421052631576,0,0,3,3,0,5,1,4,3,1
61,14,0,22,0,0,0,0,15,0.2459016393442623,8,0.22950819672131148,0,0,10,22,0,7,3,18,1,0
500,141,145,100,0,1,0,1,142,0.284,22,0.282,0,0,123,100,5,193,3,63,13,0
79,2,1,8,0,3,0,0,3,0.0379746835443038,2,0.02531645569620253,0,0,1,8,2,67,0,0,1,0
18,2,0,1,0,0,0,0,3,0.16666666666666666,1,0.1111111111111111,0,0,1,1,4,0,11,1,0,1
20,3,2,0,0,0,0,1,4,0.2,0,0.15,0,0,1,0,3,16,0,0,0,1
12,1,0,9,0,0,0,0,2,0.16666666666666666,2,0.08333333333333333,0,0,1,9,2,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
13,1,1,9,0,0,0,1,2,0.15384615384615385,2,0.07692307692307693,0,0,2,9,2,0,0,0,0,1
49,9,1,23,0,0,0,1,10,0.20408163265306123,5,0.1836734693877551,0,0,2,23,5,8,1,10,0,0
7,3,0,1,0,0,0,0,4,0.5714285714285714,1,0.42857142857142855,0,0,2,1,2,1,1,0,0,0
12,6,1,3,0,0,0,1,7,0.5833333333333334,3,0.5,0,0,3,3,0,2,3,0,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
2,0,1,0,0,0,0,0,1,0.5,0,0.0,1,0,2,0,0,0,0,0,0,0
36,1,3,25,0,0,0,1,2,0.05555555555555555,2,0.027777777777777776,0,0,5,25,0,2,0,4,0,0
34,7,1,10,0,0,0,1,8,0.23529411764705882,4,0.20588235294117646,0,0,3,10,4,2,7,6,2,0
10,6,0,3,0,0,0,1,7,0.7,3,0.6,0,0,2,3,0,2,2,0,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
490,19,28,149,0,0,0,1,20,0.04081632653061224,11,0.03877551020408163,0,0,36,149,60,91,29,125,0,0
7,1,2,3,0,0,0,1,2,0.2857142857142857,2,0.14285714285714285,0,0,2,3,0,0,0,2,0,0
15,8,0,2,0,1,0,0,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
8,0,1,4,0,0,0,1,1,0.125,1,0.0,0,0,2,4,0,1,1,0,0,1
204,55,50,25,0,0,0,1,56,0.27450980392156865,13,0.2696078431372549,0,0,5,25,6,136,6,23,3,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
36,2,1,26,0,0,0,0,3,0.08333333333333333,3,0.05555555555555555,0,0,3,26,0,2,0,5,0,0
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
4,3,0,0,0,0,0,0,4,1.0,0,0.75,0,0,1,0,1,1,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
96,10,1,23,0,0,0,1,11,0.11458333333333333,4,0.10416666666666667,0,0,4,23,1,58,7,2,1,0
273,30,3,81,0,0,0,1,31,0.11355311355311355,17,0.10989010989010989,0,0,3,81,30,139,3,13,4,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
22,5,2,6,0,0,0,1,7,0.3181818181818182,4,0.22727272727272727,0,0,3,6,6,2,1,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
379,31,9,91,0,0,0,0,32,0.08443271767810026,17,0.08179419525065963,0,0,13,91,40,164,17,53,1,0
6,1,2,1,0,0,0,1,2,0.3333333333333333,1,0.16666666666666666,0,0,3,1,0,1,0,1,0,0
7,1,1,0,0,0,0,1,2,0.2857142857142857,0,0.14285714285714285,0,0,2,0,1,4,0,0,0,0
15,8,0,2,0,1,0,1,9,0.6,2,0.5333333333333333,0,0,1,2,5,2,2,3,0,1
208,47,4,95,0,1,0,1,48,0.23076923076923078,22,0.22596153846153846,0,0,3,95,4,60,8,30,8,0
5,1,1,0,0,0,0,1,2,0.4,0,0.2,0,0,2,0,1,2,0,0,0,0
191,30,2,48,0,0,0,1,31,0.16230366492146597,20,0.15706806282722513,0,0,8,48,15,90,4,24,2,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
99,8,1,34,0,0,0,0,9,0.09090909090909091,5,0.08080808080808081,1,1,2,34,45,14,3,1,0,0
1,0,0,0,1,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
15,1,0,8,0,0,0,0,2,0.13333333333333333,2,0.06666666666666667,0,0,2,8,0,2,0,3,0,0
82,3,0,41,0,0,0,0,4,0.04878048780487805,4,0.036585365853658534,0,0,1,41,2,31,6,1,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
11,7,0,3,0,0,0,0,8,0.7272727272727273,2,0.6363636363636364,0,0,1,3,1,2,2,1,1,1
155,12,6,20,0,0,0,0,13,0.08387096774193549,4,0.07741935483870968,0,0,4,20,7,11,1,108,4,0
9,2,4,0,0,0,0,1,3,0.3333333333333333,0,0.2222222222222222,0,0,7,0,0,2,0,0,0,1
40,8,2,16,0,0,0,1,9,0.225,7,0.2,0,0,3,16,1,17,0,3,0,1
697,204,232,88,0,1,0,0,205,0.29411764705882354,32,0.2926829268292683,0,0,120,88,12,375,8,92,2,0
9,1,1,3,0,0,0,0,2,0.2222222222222222,2,0.1111111111111111,0,0,1,3,1,2,0,2,0,1
90,11,1,30,0,0,0,1,12,0.13333333333333333,6,0.12222222222222222,0,0,10,30,21,10,4,15,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
31,2,1,8,0,1,0,0,3,0.0967741935483871,2,0.06451612903225806,0,0,1,8,2,20,0,0,0,0
4,2,1,0,0,0,0,1,3,0.75,0,0.5,0,0,2,0,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
163,10,1,12,0,0,0,1,11,0.06748466257668712,4,0.06134969325153374,0,0,7,12,4,124,2,14,0,0
44,3,1,13,0,5,0,0,4,0.09090909090909091,3,0.06818181818181818,0,0,1,13,4,26,0,0,0,0
4,2,1,1,0,0,0,1,3,0.75,1,0.5,0,0,2,1,0,0,0,1,0,1
52,11,1,15,0,0,0,0,12,0.23076923076923078,8,0.21153846153846154,0,0,1,15,4,23,7,2,0,0
4,3,1,0,0,0,0,1,4,1.0,0,0.75,0,0,2,0,1,0,1,0,0,1
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
31,10,1,16,0,0,0,1,11,0.3548387096774194,3,0.3225806451612903,0,0,4,16,1,0,2,8,0,0
37,2,1,26,0,0,0,0,3,0.08108108108108109,3,0.05405405405405406,0,0,3,26,0,2,0,5,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
113,16,1,49,0,0,0,1,17,0.1504424778761062,10,0.1415929203539823,0,0,2,49,24,20,6,12,0,0
69,14,2,14,0,6,0,1,15,0.21739130434782608,6,0.2028985507246377,0,0,4,14,10,27,3,9,2,0
26,2,0,16,0,0,0,0,3,0.11538461538461539,1,0.07692307692307693,0,0,1,16,8,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
19,2,1,9,0,0,0,0,3,0.15789473684210525,3,0.10526315789473684,0,0,3,9,0,2,0,5,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
19,1,3,8,0,0,0,1,2,0.10526315789473684,2,0.05263157894736842,0,0,5,8,0,2,0,4,0,0
183,14,4,65,0,0,0,1,15,0.08196721311475409,7,0.07650273224043716,0,0,17,65,3,38,3,57,0,0
191,15,2,37,0,0,0,1,16,0.08376963350785341,9,0.07853403141361257,0,0,2,37,1,135,2,13,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
3,0,1,0,0,0,0,1,1,0.3333333333333333,0,0.0,0,0,3,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
39,5,1,12,0,0,0,1,6,0.15384615384615385,4,0.1282051282051282,0,0,2,12,1,0,1,10,13,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
66,12,6,21,0,0,0,1,13,0.19696969696969696,6,0.18181818181818182,0,0,15,21,11,8,3,8,0,0
36,2,1,26,0,0,0,0,3,0.08333333333333333,3,0.05555555555555555,0,0,3,26,0,2,0,5,0,0
4,0,0,0,0,0,0,0,1,0.25,0,0.0,0,0,1,0,1,2,0,0,0,0
28,0,1,4,0,0,0,1,2,0.07142857142857142,1,0.0,0,0,2,4,4,13,0,0,5,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
10,1,0,1,0,0,0,0,2,0.2,1,0.1,0,0,1,1,1,3,4,0,0,0
2,1,0,1,0,0,0,0,2,1.0,1,0.5,0,0,1,1,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
36,1,3,25,0,0,0,1,2,0.05555555555555555,2,0.027777777777777776,0,0,5,25,0,2,0,4,0,0
37,2,1,10,0,0,0,1,3,0.08108108108108109,1,0.05405405405405406,0,0,2,10,12,9,2,2,0,0
32,1,0,25,0,0,0,0,2,0.0625,2,0.03125,0,0,2,25,0,2,0,3,0,1
7,2,3,0,0,0,0,1,3,0.42857142857142855,0,0.2857142857142857,0,0,5,0,0,2,0,0,0,1
6,2,1,2,0,0,0,1,3,0.5,2,0.3333333333333333,0,0,2,2,0,1,0,1,0,1
118,28,2,55,0,1,0,1,29,0.2457627118644068,15,0.23728813559322035,0,0,4,55,4,11,4,36,4,0
31,2,1,8,0,1,0,0,3,0.0967741935483871,2,0.06451612903225806,0,0,1,8,2,20,0,0,0,0
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
42,10,3,7,0,0,0,1,11,0.2619047619047619,4,0.23809523809523808,0,0,4,7,2,24,3,2,0,0
34,4,0,11,0,0,0,0,5,0.14705882352941177,4,0.11764705882352941,0,0,1,11,2,6,5,9,0,0
2,1,0,0,0,0,0,0,2,1.0,0,0.5,0,0,1,0,0,1,0,0,0,1
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
58,12,3,16,0,0,0,1,13,0.22413793103448276,8,0.20689655172413793,0,0,9,16,3,11,2,17,0,0
165,24,3,73,0,0,0,1,25,0.15151515151515152,13,0.14545454545454545,0,0,4,73,3,45,7,33,0,1
4,0,0,0,0,0,0,0,1,0.25,0,0.0,0,0,1,0,1,2,0,0,0,0
62,16,5,22,0,0,0,1,17,0.27419354838709675,9,0.25806451612903225,0,0,8,22,4,20,1,6,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
50,11,0,6,0,1,0,0,12,0.24,4,0.22,0,0,1,6,3,11,12,17,0,0
48,14,3,10,0,0,0,0,15,0.3125,6,0.2916666666666667,0,0,1,10,2,23,7,4,1,1
41,2,0,3,0,1,0,1,2,0.04878048780487805,2,0.04878048780487805,0,0,1,3,4,6,5,3,19,0
190,72,57,35,0,0,0,1,73,0.38421052631578945,22,0.37894736842105264,0,0,6,35,3,126,3,14,3,0
763,213,226,130,0,1,0,1,214,0.2804718217562254,50,0.27916120576671033,0,0,142,130,4,363,3,117,4,0
31,5,2,10,0,0,0,1,6,0.1935483870967742,4,0.16129032258064516,0,0,2,10,2,5,2,9,1,0
7,3,3,1,0,0,0,1,4,0.5714285714285714,1,0.42857142857142855,0,0,4,1,0,0,2,0,0,0
74,17,0,37,0,0,0,0,18,0.24324324324324326,9,0.22972972972972974,0,0,3,37,12,15,4,3,0,0
50,3,1,8,0,2,0,0,4,0.08,2,0.06,0,0,1,8,2,39,0,0,0,0
39,3,0,2,0,0,0,0,4,0.10256410256410256,2,0.07692307692307693,0,0,1,2,3,32,1,0,0,0
15,5,1,8,0,2,0,1,6,0.4,4,0.3333333333333333,0,0,2,8,1,2,1,1,0,0
5,3,0,0,0,0,0,0,4,0.8,0,0.6,0,0,1,0,1,2,1,0,0,0
80,13,3,26,0,0,0,1,14,0.175,7,0.1625,0,0,13,26,13,6,7,13,2,1
37,2,0,7,0,0,0,0,3,0.08108108108108109,1,0.05405405405405406,0,0,1,7,21,1,7,0,0,1
6,1,0,1,0,0,0,0,2,0.3333333333333333,1,0.16666666666666666,0,0,1,1,1,2,0,1,0,1
145,21,1,28,0,0,0,1,22,0.15172413793103448,10,0.14482758620689656,0,0,23,28,8,62,6,18,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
24,3,2,5,0,0,0,1,4,0.16666666666666666,2,0.125,0,0,3,5,3,12,1,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
74,3,1,29,0,0,0,0,4,0.05405405405405406,2,0.04054054054054054,0,0,1,29,27,5,11,1,0,1
2,0,1,0,0,0,1,0,1,0.5,0,0.0,1,0,2,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
2,0,1,0,0,0,0,1,1,0.5,0,0.0,0,0,2,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
53,7,0,8,0,0,0,0,8,0.1509433962264151,3,0.1320754716981132,0,0,8,8,4,29,2,2,0,0
275,43,6,105,0,0,0,1,44,0.16,22,0.15636363636363637,0,0,6,105,13,26,8,29,88,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
37,4,0,7,0,0,0,0,5,0.13513513513513514,3,0.10810810810810811,0,0,2,7,11,3,6,8,0,1
70,6,1,5,0,1,0,1,7,0.1,3,0.08571428571428572,0,0,2,5,2,47,4,10,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,0
6,1,0,1,0,0,0,0,2,0.3333333333333333,1,0.16666666666666666,0,0,1,1,1,2,0,1,0,1
153,62,41,43,0,0,0,1,63,0.4117647058823529,23,0.40522875816993464,0,0,3,43,7,69,1,26,4,0
391,105,132,70,0,0,0,1,106,0.2710997442455243,11,0.26854219948849106,0,0,45,70,8,199,2,65,2,0
7,1,0,2,0,0,0,0,2,0.2857142857142857,2,0.14285714285714285,0,0,1,2,0,4,0,0,0,1
7,2,3,0,0,0,0,1,3,0.42857142857142855,0,0.2857142857142857,0,0,5,0,0,2,0,0,0,1
7,3,3,1,0,0,0,1,4,0.5714285714285714,1,0.42857142857142855,0,0,4,1,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
874,222,260,131,0,1,0,1,223,0.2551487414187643,50,0.2540045766590389,0,0,168,131,4,408,3,155,5,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
46,10,0,12,0,0,0,0,11,0.2391304347826087,7,0.21739130434782608,0,0,1,12,8,20,2,3,0,0
168,37,18,61,0,0,0,1,38,0.2261904761904762,11,0.22023809523809523,0,0,13,61,10,53,9,20,2,0
37,2,1,8,0,1,0,0,3,0.08108108108108109,2,0.05405405405405406,0,0,1,8,2,26,0,0,0,0
1,0,0,0,0,1,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
19,2,1,9,0,0,0,0,3,0.15789473684210525,3,0.10526315789473684,0,0,3,9,0,2,0,5,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
9,1,1,3,0,0,0,0,2,0.2222222222222222,2,0.1111111111111111,0,0,1,3,1,2,0,2,0,0
12,1,0,9,0,0,0,0,2,0.16666666666666666,2,0.08333333333333333,0,0,1,9,2,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
79,14,1,15,0,1,0,1,15,0.189873417721519,6,0.17721518987341772,0,0,10,15,5,33,2,13,1,0
6,1,0,1,0,0,0,0,2,0.3333333333333333,1,0.16666666666666666,0,0,1,1,1,2,0,1,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
4,3,1,0,0,0,0,1,4,1.0,0,0.75,0,0,2,0,1,0,1,0,0,1
167,38,6,40,0,1,0,1,39,0.23353293413173654,17,0.2275449101796407,0,0,12,40,13,65,4,31,2,0
33,3,0,12,0,0,0,0,4,0.12121212121212122,2,0.09090909090909091,0,0,1,12,13,2,4,1,0,1
18,2,6,7,0,0,0,1,3,0.16666666666666666,2,0.1111111111111111,0,0,3,7,4,4,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
237,7,1,120,0,0,0,1,8,0.03375527426160337,5,0.029535864978902954,0,0,2,120,41,62,10,2,0,0
124,27,0,59,0,0,0,0,28,0.22580645161290322,19,0.21774193548387097,0,0,5,59,6,35,10,6,3,0
70,10,2,13,0,0,0,1,11,0.15714285714285714,5,0.14285714285714285,0,0,8,13,7,24,4,14,0,0
17,1,1,8,0,0,0,0,2,0.11764705882352941,2,0.058823529411764705,0,0,3,8,0,2,0,4,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,1,1,0,0,0,0,0,0,1
33,2,1,8,0,1,0,0,3,0.09090909090909091,2,0.06060606060606061,0,0,1,8,2,22,0,0,0,0
36,2,1,26,0,0,0,0,3,0.08333333333333333,3,0.05555555555555555,0,0,3,26,0,2,0,5,0,0
61,8,1,12,0,0,0,1,12,0.19672131147540983,5,0.13114754098360656,0,0,8,12,0,18,3,19,1,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
11,6,1,3,0,0,0,1,7,0.6363636363636364,3,0.5454545454545454,0,0,3,3,0,2,2,0,1,1
92,38,21,23,0,0,0,1,39,0.42391304347826086,12,0.41304347826086957,0,0,5,23,8,31,5,20,0,0
106,9,1,48,2,0,0,1,10,0.09433962264150944,7,0.08490566037735849,0,0,4,48,31,11,5,6,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
16,0,1,2,0,0,0,1,1,0.0625,1,0.0,0,0,2,2,2,7,3,0,0,1
17,4,0,4,0,0,0,0,5,0.29411764705882354,3,0.23529411764705882,0,0,2,4,2,3,5,1,0,1
54,16,2,12,0,0,0,0,17,0.3148148148148148,8,0.2962962962962963,0,0,7,12,7,19,4,5,0,0
62,5,1,34,0,0,0,0,6,0.0967741935483871,3,0.08064516129032258,0,0,1,34,0,21,1,5,0,0
4,1,1,0,0,0,0,1,2,0.5,0,0.25,0,0,2,0,1,0,1,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
150,13,4,52,0,0,0,0,14,0.09333333333333334,10,0.08666666666666667,0,0,2,52,12,47,12,20,5,0
29,9,0,15,0,0,0,0,10,0.3448275862068966,3,0.3103448275862069,0,0,3,15,1,0,1,9,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
82,13,2,16,0,0,0,1,14,0.17073170731707318,7,0.15853658536585366,0,0,10,16,1,36,0,18,1,0
35,3,0,18,0,0,0,0,4,0.11428571428571428,2,0.08571428571428572,0,0,1,18,8,1,5,1,1,0
58,2,0,17,0,0,0,1,3,0.05172413793103448,1,0.034482758620689655,0,0,2,17,32,2,5,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
230,14,1,74,0,0,0,1,15,0.06521739130434782,6,0.06086956521739131,0,0,4,74,34,18,9,15,76,0
75,9,1,26,0,0,0,1,10,0.13333333333333333,4,0.12,0,0,3,26,18,16,6,4,2,0
63,6,2,10,0,0,0,1,7,0.1111111111111111,3,0.09523809523809523,0,0,3,10,4,43,0,2,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,1,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
3,1,2,0,0,0,0,1,2,0.6666666666666666,0,0.3333333333333333,0,0,3,0,0,0,0,0,0,1
105,19,0,44,0,0,0,0,20,0.19047619047619047,12,0.18095238095238095,0,0,17,44,10,14,9,11,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
12,1,0,9,0,0,0,0,2,0.16666666666666666,2,0.08333333333333333,0,0,1,9,2,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
11,6,0,3,0,0,0,0,7,0.6363636363636364,2,0.5454545454545454,0,0,1,3,0,4,0,2,1,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
48,11,1,24,0,0,0,1,12,0.25,6,0.22916666666666666,0,0,3,24,1,13,0,7,0,0
26,8,4,8,0,0,0,1,9,0.34615384615384615,3,0.3076923076923077,0,0,2,8,1,13,0,2,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,0
70,16,0,19,0,0,0,0,17,0.24285714285714285,9,0.22857142857142856,0,0,8,19,2,32,5,3,1,0
66,19,5,20,0,0,0,1,20,0.30303030303030304,8,0.2878787878787879,0,0,8,20,11,15,4,8,0,0
147,2,3,94,0,0,0,1,3,0.02040816326530612,2,0.013605442176870748,0,0,3,94,26,0,3,16,5,1
21,2,3,9,0,0,0,1,3,0.14285714285714285,3,0.09523809523809523,0,0,5,9,0,2,0,5,0,0
94,10,0,49,0,0,0,0,11,0.11702127659574468,8,0.10638297872340426,0,0,1,49,24,11,4,3,2,0
51,10,4,15,0,0,0,1,11,0.21568627450980393,5,0.19607843137254902,0,0,6,15,1,26,1,1,1,0
35,2,0,1,0,0,0,0,3,0.08571428571428572,1,0.05714285714285714,0,0,1,1,1,26,3,3,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
36,1,3,25,0,0,0,1,2,0.05555555555555555,2,0.027777777777777776,0,0,5,25,0,2,0,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
75,14,2,15,0,0,0,0,15,0.2,4,0.18666666666666668,0,0,4,15,3,46,1,6,0,0
41,8,0,11,0,0,0,0,9,0.21951219512195122,4,0.1951219512195122,0,0,1,11,4,18,3,2,2,0
20,1,18,0,0,0,0,0,2,0.1,0,0.05,1,0,20,0,0,0,0,0,0,1
28,12,0,6,0,0,0,1,13,0.4642857142857143,5,0.42857142857142855,0,0,4,6,0,5,1,9,3,1
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
20,4,1,8,0,0,0,0,5,0.25,2,0.2,0,0,1,8,4,6,1,0,0,0
90,6,1,40,0,0,0,1,7,0.07777777777777778,6,0.06666666666666667,0,0,2,40,28,14,5,1,0,0
50,8,1,10,0,0,0,1,9,0.18,5,0.16,0,0,2,10,2,17,11,6,2,0
152,12,3,20,0,0,0,0,13,0.08552631578947369,4,0.07894736842105263,0,0,4,20,7,7,1,109,4,0
83,5,0,49,0,0,0,0,6,0.07228915662650602,4,0.060240963855421686,0,0,1,49,20,2,7,4,0,0
1,0,0,0,0,0,0,0,1,1.0,0,0.0,1,0,1,0,0,0,0,0,0,1
